MD,Inc,Azi,TVD,NS,EW,Section,DLS,Build,Turn,Rugosity,Target 
7881,23.31,174.05,7263.064427564819,-2664.323883306966,782.8939251835567,2585.9516250076076,2.038738879137253,2.0000000000001936,1.0000000000024822,nan,185
7882,23.31,174.07,7263.982804897921,-2664.7174644784554,782.93487556701,2586.340139422828,0.7914115874540976,0.0,1.999999999997331,nan,185
7883,23.31,174.07,7264.9011822295615,-2665.1110527965093,782.9757572575244,2586.728666944403,5.729577951308232e-07,0.0,0.0,nan,185
7884,23.3,174.08,7265.81959408875,-2665.504564961199,783.016596334492,2587.1171223164147,1.0754160315375159,-0.9999999999999377,1.0000000000024822,nan,185
7885,23.31,174.08,7266.738005947574,-2665.8980806903355,783.0574010640719,2587.5055842328825,0.9999999982653272,0.9999999999999377,0.0,nan,185
7886,23.32,174.09,7267.656348743072,-2666.291759411929,783.0981879637313,2587.8942100755517,1.0754750096952135,0.9999999999999377,0.9999999999999377,nan,185
7887,23.32,174.09,7268.574656997036,-2666.685521405544,783.138948767039,2588.282921147814,5.729577951308232e-07,0.0,0.0,nan,185
7888,23.33,174.09,7269.492930700506,-2667.079363108731,783.1797178215904,2588.671710907185,0.9999999982653272,0.9999999999999377,0.0,nan,185
7889,23.340000000000003,174.09,7270.411135284339,-2667.4733642230617,783.2205033778012,2589.060658032879,0.9999999982653272,1.0000000000002558,0.0,nan,185
7890,23.36,174.11,7271.329236134243,-2667.867611544339,783.2612448471239,2589.4498542710526,2.1513630977941274,1.9999999999998754,1.9999999999998754,nan,185
7891,23.37,174.13,7272.24723319282,-2668.2621121432344,783.3018733319402,2589.839312670296,1.2763720325163375,0.9999999999999377,1.9999999999998754,nan,185
7892,23.38,174.15,7273.165161019895,-2668.656786277553,783.342380465208,2590.2289545210906,1.276571183439656,0.9999999999999377,1.9999999999998754,nan,185
7893,23.39,174.17,7274.083019587505,-2669.051633898601,783.3827661294953,2590.6187797851658,1.2767703661002006,1.0000000000002558,1.999999999997331,nan,185
7894,23.4,174.16,7275.000808866588,-2669.446644404878,783.4231336435557,2591.0087688965386,1.0759474095991617,0.9999999999996197,-0.9999999999973934,nan,185
7895,23.41,174.15,7275.918528830289,-2669.841807205315,783.4635864115302,2591.3989022921783,1.0760065313780316,1.0000000000002558,-0.9999999999999377,nan,185
7896,23.41,174.15,7276.836214126612,-2670.2370461442306,783.5040818196328,2591.789107820234,5.729577951308232e-07,0.0,0.0,nan,185
7897,23.4,174.16,7277.753934090312,-2670.6322089446676,783.5445345876072,2592.179241215874,1.0760065313780316,-1.0000000000002558,0.9999999999999377,nan,185
7898,23.39,174.17,7278.671723369395,-2671.027219450945,783.5849021016677,2592.5692303272463,1.0759474095991617,-0.9999999999996197,0.9999999999973934,nan,185
7899,23.37,174.17,7279.589616565269,-2671.4219944315882,783.6252107294218,2592.9589899415123,2.000000000501443,-2.0000000000001936,0.0,nan,185
7900,23.37,174.17,7280.50757901129,-2671.816610034261,783.6655030838365,2593.348592202603,5.729577951308232e-07,0.0,0.0,nan,185
7901,23.37,174.18,7281.425541457676,-2672.2112291502576,783.7057610012528,2593.73820096503,0.3966672973203453,0.0,1.0000000000024822,nan,185
7902,23.37,174.18,7282.343503903697,-2672.6058517792626,783.7459844816385,2594.1278162284834,5.729577951308232e-07,0.0,0.0,nan,185
7903,23.37,174.19,7283.2614663500835,-2673.0004779155806,783.7861735244134,2594.5174379873383,0.3966672973203453,0.0,0.9999999999999377,nan,185
7904,23.38,174.21,7284.179394177158,-2673.3951942524577,783.8262673337591,2594.907157903652,1.276571183439656,0.9999999999999377,1.9999999999998754,nan,185
7905,23.38,174.21,7285.097287377693,-2673.78999727963,783.8663003469873,2595.296969479109,5.729577951308232e-07,0.0,0.0,nan,185
